TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
616431,SAVF99936440785122,04-05-2022 13:20,NEFT,878966,03-06-2022 13:20,960807,839422,772496
675900,VINN88327114207638,03-06-2022 16:06,IMPS,575261,05-08-2022 16:06,242578,2416,759813
154257,JFND83075656895772,15-05-2022 06:45,RTGS,30577,09-08-2022 06:45,401487,219550,455648
435471,QQHR80766972215237,21-06-2022 11:20,Cheque,338848,20-08-2022 11:20,695960,258778,195122
525795,FFQA40127672735806,24-05-2022 02:52,Other,248794,25-06-2022 02:52,677231,680187,886910
432900,EPJV58193012286138,19-06-2022 15:30,RTGS,348026,20-06-2022 15:30,160429,944871,137517
39564,BPJW62798312016581,09-05-2022 11:30,RTGS,510557,26-07-2022 11:30,439641,624454,630828
755738,DKXQ71453446686854,28-05-2022 18:06,Other,952289,22-06-2022 18:06,57723,178718,297710
114846,JKQU01777459962833,29-05-2022 15:02,RTGS,654521,29-06-2022 15:02,356662,257862,512188
699859,WZSW75944237207352,19-05-2022 17:34,RTGS,814500,21-06-2022 17:34,342494,737866,305067
958382,XRZU26838284726148,10-04-2022 03:59,Cheque,70359,23-04-2022 03:59,821266,354294,135751
268329,RDJK64987966742602,27-05-2022 01:27,Other,179204,30-06-2022 01:27,65561,424524,521000
562079,UMCG33729521913797,28-04-2022 18:13,Other,49834,11-06-2022 18:13,623248,852042,914785
918935,YPGF77997417183357,27-04-2022 17:23,Other,74612,09-06-2022 17:23,392201,839805,583218
882338,RJQU29958501541333,09-05-2022 02:52,Other,834493,03-07-2022 02:52,766340,561496,166994
448109,UWJO54284382182994,03-04-2022 10:20,Cheque,393678,01-05-2022 10:20,62556,232558,776751
168131,HBOJ30540835505847,17-04-2022 01:18,Cheque,53051,30-06-2022 01:18,776270,372319,90660
882325,KPWO78633752825204,31-05-2022 14:31,Cheque,275629,06-07-2022 14:31,702370,674507,17908
877740,YEWA28653051528770,19-05-2022 04:10,IMPS,840819,07-07-2022 04:10,836759,56044,602432
487206,ZVKI90459640231238,21-05-2022 17:55,RTGS,445688,06-08-2022 17:55,346361,999748,943722
281748,EVPL44847446749753,14-06-2022 16:27,NEFT,982782,17-09-2022 16:27,821071,185064,216964
879974,QHXD31568507503072,04-05-2022 08:51,IMPS,858018,14-07-2022 08:51,584089,147393,233243
985806,HRQI26532218902386,03-06-2022 19:33,IMPS,589141,16-07-2022 19:33,365454,355157,246258
882751,RWAU05922805339440,19-05-2022 03:48,RTGS,262991,09-08-2022 03:48,291539,410032,113041
973036,EEPL70289371696129,29-05-2022 13:36,Cheque,592811,08-07-2022 13:36,945846,159905,727550
599054,FYUN18021969072091,09-05-2022 06:20,Other,474776,10-05-2022 06:20,762372,273654,27491
96453,GGMJ20522421217079,11-04-2022 09:30,IMPS,398021,25-04-2022 09:30,287943,580277,654494
758288,ASAZ11634474147343,05-06-2022 02:39,RTGS,979911,31-08-2022 02:39,549004,139207,53345
666380,ZMOG26223291952246,05-05-2022 21:25,IMPS,784373,21-05-2022 21:25,647865,643777,387826
948271,LWXM19149446998958,08-06-2022 03:43,NEFT,633288,12-07-2022 03:43,244848,913103,83000
792599,HDSQ55928251310751,18-04-2022 10:13,Cheque,239240,10-05-2022 10:13,219551,471624,393519
254516,ICIO09752923241597,14-06-2022 05:25,IMPS,134468,12-08-2022 05:25,782656,891726,848815
896336,ZWTG09300507663789,06-06-2022 05:05,Cheque,949929,02-08-2022 05:05,252581,209419,492924
372091,LMYS22146327089767,12-04-2022 12:45,IMPS,33017,25-05-2022 12:45,242415,533296,180829
597380,CAYQ21388573788047,07-05-2022 05:18,Other,142758,22-07-2022 05:18,380101,77380,370877
828603,PCNX77993106248102,13-06-2022 11:09,Cheque,322012,09-08-2022 11:09,21207,958466,27027
539393,OJIF78875692113082,17-05-2022 11:58,IMPS,635380,29-06-2022 11:58,246340,801524,994021
125947,CJCG38735945046298,03-06-2022 15:21,IMPS,334842,29-08-2022 15:21,435293,647988,593756
690873,FICR45486980057879,11-04-2022 18:32,Cheque,305317,04-05-2022 18:32,618128,358906,387907
887719,TPOQ33416263905804,07-04-2022 17:44,Cheque,423533,03-06-2022 17:44,654847,803204,138343
869444,XFDS82456500690103,23-04-2022 12:04,IMPS,764665,31-07-2022 12:04,695233,8127,567847
119920,PIQR61616140147221,17-06-2022 11:13,RTGS,325189,17-07-2022 11:13,839435,694987,369225
2828,TTZI41462723771013,26-05-2022 17:13,NEFT,372628,18-08-2022 17:13,395508,648999,304539
29229,IUDZ57735662030384,05-04-2022 04:12,Other,69384,09-04-2022 04:12,956054,409953,642079
280092,YPOR27934718016742,02-05-2022 10:59,IMPS,613268,27-06-2022 10:59,627385,840197,873145
986250,YKLE85079202991300,10-04-2022 14:15,Cheque,853978,25-06-2022 14:15,467024,179175,474368
315834,VMXN98465945864306,30-04-2022 18:28,IMPS,618559,26-05-2022 18:28,589259,933537,702970
622924,XGWW18678460932777,03-04-2022 03:02,NEFT,490321,11-06-2022 03:02,379692,99177,668086
532717,ERMK58349099507034,04-06-2022 07:42,RTGS,217566,09-09-2022 07:42,806796,758822,177584
709971,VOKY00938562373243,20-05-2022 21:48,NEFT,80113,05-08-2022 21:48,765142,245856,599540
908878,PTER71136575574722,13-04-2022 08:13,IMPS,841891,12-06-2022 08:13,957353,77679,673284
978303,WDHA31507900571989,03-06-2022 18:54,Cheque,773713,24-08-2022 18:54,88359,497518,722955
617558,HLBN07975603732852,31-05-2022 14:11,Other,699404,19-08-2022 14:11,448543,396959,904703
22142,RPXC98753273066571,25-04-2022 05:32,IMPS,770740,04-06-2022 05:32,785967,860564,716150
385674,ILJY53674375125125,02-05-2022 22:28,Other,701098,07-05-2022 22:28,565266,597646,552982
581880,TLQY02080997651840,02-06-2022 02:26,RTGS,819105,02-07-2022 02:26,88381,296570,586720
245729,PKXA47070071112171,12-05-2022 09:53,Other,966839,02-06-2022 09:53,82745,268293,575323
339252,JLDH64283108684136,21-05-2022 12:42,NEFT,634795,23-05-2022 12:42,407775,83372,810227
804176,MMXJ04666755549298,08-06-2022 09:11,NEFT,35072,07-07-2022 09:11,693839,507710,365762
179214,LENA70540777146191,06-06-2022 20:47,RTGS,622599,10-08-2022 20:47,971582,490448,266387
934086,JCWR40610915132277,10-04-2022 23:05,NEFT,858370,02-06-2022 23:05,617158,614002,393507
236215,GXSH32295775732099,30-05-2022 05:58,Other,793505,13-06-2022 05:58,628681,432699,629985
995648,HVMF25885643878156,29-04-2022 00:19,IMPS,80054,23-07-2022 00:19,33928,966451,162354
784832,IWYO77475749753751,08-06-2022 23:21,NEFT,393306,08-09-2022 23:21,924615,716314,779923
836909,HJKI11406749290863,28-05-2022 04:24,RTGS,857112,20-06-2022 04:24,282751,17495,988937
656499,DFNB75444298830862,25-05-2022 19:46,NEFT,422606,01-06-2022 19:46,82805,427868,283165
819849,UYMJ35445496504073,14-06-2022 23:57,IMPS,35037,23-06-2022 23:57,732179,570349,728345
172496,TMLR22111356248373,19-06-2022 12:36,IMPS,417999,13-08-2022 12:36,405373,509124,766226
77239,YDLQ81460533360345,24-05-2022 06:39,NEFT,863015,18-06-2022 06:39,462890,460886,990761
999440,FTRD96560387199658,29-05-2022 06:50,Cheque,794940,29-08-2022 06:50,472555,939511,469700
248821,ADDQ10227168699401,19-06-2022 04:42,Other,994874,14-07-2022 04:42,625021,965239,642039
547189,LMGK04558956914789,09-04-2022 20:41,IMPS,923852,03-06-2022 20:41,253238,489497,910538
795320,TQME05360001311852,21-04-2022 02:32,NEFT,700337,01-05-2022 02:32,95941,939817,642378
728205,NCSL91054246584149,07-04-2022 00:14,IMPS,266727,06-07-2022 00:14,37671,206902,683288
130325,NNTI05446255396650,01-06-2022 10:19,Other,398472,01-08-2022 10:19,106457,299336,629790
412218,USIL66831034670348,13-05-2022 23:04,Cheque,222836,07-06-2022 23:04,23430,381964,985500
825442,BETH67260077141597,10-06-2022 01:27,RTGS,442470,07-08-2022 01:27,589118,214244,272927
640631,JNYA95952698186982,05-05-2022 22:55,RTGS,227520,09-08-2022 22:55,506204,130143,169247
232157,JHYG29633805353824,12-04-2022 16:17,NEFT,907807,02-07-2022 16:17,511089,160249,795226
110076,BBEN30934809068326,11-05-2022 14:02,Cheque,425585,04-06-2022 14:02,263116,394403,38549
123954,TGEJ64773697337097,18-04-2022 23:35,RTGS,175084,17-07-2022 23:35,992602,38950,695029
828088,PVZU38541199967981,04-04-2022 08:17,RTGS,812946,13-05-2022 08:17,107753,938224,980204
833940,EQYR42548651773319,06-04-2022 09:54,NEFT,629824,25-04-2022 09:54,41694,686674,967989
770042,CWHY31150847651340,29-05-2022 17:03,Other,824510,18-08-2022 17:03,759383,557327,312653
650162,HWLF91727250738466,08-05-2022 09:31,RTGS,683797,30-07-2022 09:31,610721,241644,982364
58450,UBJK09086161167969,12-04-2022 16:12,Other,530659,17-04-2022 16:12,327129,523489,442005
800025,HBCU98046493980408,23-05-2022 20:20,RTGS,849944,30-08-2022 20:20,812796,711365,91003
264616,PEHE50444385337507,17-05-2022 22:50,IMPS,32141,10-08-2022 22:50,293540,240583,409345
968521,WRLX31867121114937,12-04-2022 14:37,NEFT,857096,21-07-2022 14:37,330522,52832,536531
951111,KCUT98897827924546,20-06-2022 07:12,IMPS,2580,22-07-2022 07:12,912736,799440,276835
38590,QJBZ27029566912903,17-04-2022 00:10,NEFT,847883,16-05-2022 00:10,763789,299098,453611
170846,NXHU41150944044228,06-06-2022 01:24,IMPS,287943,10-09-2022 01:24,492728,507967,623647
560524,ZSML99056662203058,27-04-2022 08:30,Other,618419,23-06-2022 08:30,519722,126188,304287
221608,QBYL26105039624534,20-06-2022 00:44,IMPS,795303,15-08-2022 00:44,235767,13067,230033
314057,ADDQ10227168699401,09-06-2022 04:27,RTGS,643005,19-07-2022 04:27,416610,91447,218310
336191,TJDM61502253720312,17-05-2022 18:57,Cheque,416445,06-08-2022 18:57,18577,676668,778114
222149,DOHT41562298165657,20-05-2022 08:37,NEFT,738170,14-06-2022 08:37,131171,19990,306084
478930,DTRY22986741949425,27-05-2022 05:20,Cheque,429117,12-08-2022 05:20,827372,720855,319805
116310,VFTL59440325618106,05-04-2022 10:55,NEFT,365202,22-06-2022 10:55,216591,626198,870962
510348,UWHO13009396285109,28-04-2022 15:13,Other,650584,26-06-2022 15:13,562893,199811,77346
676874,UBJK09086161167969,02-05-2022 23:58,Other,906612,09-08-2022 23:58,811299,978366,407363
608473,FPIF55927627945383,01-05-2022 06:14,Other,907542,06-07-2022 06:14,795086,31334,983623
750663,HNAB00137256275339,18-06-2022 00:23,RTGS,403364,15-09-2022 00:23,24728,801563,601374
615737,JEFC45416789810515,26-04-2022 15:11,Cheque,576752,09-07-2022 15:11,864801,649420,832101
967350,ZBHK56403476865698,01-05-2022 16:21,Cheque,592505,25-05-2022 16:21,266062,477334,512594
489578,AZBK93792526298038,08-04-2022 12:33,Other,908809,14-05-2022 12:33,459217,736967,379861
112738,OHLS90391661264334,13-06-2022 07:45,Other,969892,15-08-2022 07:45,946800,273852,286435
610646,PPFQ65182476261087,15-05-2022 22:18,Other,876201,29-05-2022 22:18,412193,456884,282422
499080,RZEO72325640607419,06-04-2022 06:37,Other,672687,13-07-2022 06:37,729155,474324,217071
850764,DNNX47208850429171,05-04-2022 07:55,Cheque,378900,11-06-2022 07:55,617888,146461,339500
442870,DOTT16023547734934,12-04-2022 23:49,RTGS,867724,15-07-2022 23:49,852452,904118,110464
475469,ORMZ99125078240053,07-05-2022 13:14,Cheque,246187,01-07-2022 13:14,679215,700468,790500
276276,UIES53392301542563,20-06-2022 06:13,RTGS,71232,10-08-2022 06:13,554973,524502,726839
137889,GEQV76514692700706,19-04-2022 21:55,RTGS,26008,20-06-2022 21:55,676314,284874,391396
389391,ZVUK88521785954639,27-05-2022 01:02,Other,404533,25-08-2022 01:02,331991,591491,152720
937461,ICNC40265810857764,24-05-2022 22:32,Cheque,887568,07-07-2022 22:32,606978,710148,503110
292782,TELD04234520831164,12-05-2022 17:34,NEFT,890977,25-05-2022 17:34,245752,178278,785958
194428,HOVY91063961617891,06-04-2022 11:50,NEFT,450980,26-04-2022 11:50,109274,223776,341508
129784,VSJM50807702703984,21-05-2022 05:23,RTGS,987484,13-06-2022 05:23,156538,933071,871651
474056,PIOE75128178251066,27-05-2022 23:59,IMPS,449220,28-08-2022 23:59,457579,267760,130051
703310,CTUC94051836013676,20-06-2022 20:30,Other,300495,24-07-2022 20:30,581590,528476,612569
390586,WQZS64718152658600,14-04-2022 16:55,RTGS,796870,02-06-2022 16:55,958496,94170,137789
774053,DDKT42730921800144,10-05-2022 05:36,Cheque,334179,02-07-2022 05:36,337230,992682,884265
882347,GVZN74949836728763,24-05-2022 12:06,Cheque,318006,06-08-2022 12:06,974182,199592,321704
916217,KEDC53698680630917,09-04-2022 23:56,IMPS,783930,25-05-2022 23:56,276345,665347,222426
91387,SICL23143761488083,23-05-2022 04:27,IMPS,339214,07-06-2022 04:27,932094,427492,95928
209384,NNTI05446255396650,23-04-2022 05:00,Other,762848,15-05-2022 05:00,312578,366849,129365
36036,HOIO92603692780890,08-05-2022 13:44,Cheque,334458,24-05-2022 13:44,117329,759394,387193
429091,LMHS92172338056555,17-05-2022 08:08,Other,815067,02-07-2022 08:08,943508,294601,196272
902838,EBAZ99097701786836,24-05-2022 12:05,Cheque,361436,16-08-2022 12:05,601515,488194,492106
781975,GNMO89621033546604,22-05-2022 00:51,Cheque,14680,21-06-2022 00:51,660107,857117,689123
192140,YKLE85079202991300,12-05-2022 05:05,NEFT,815099,11-07-2022 05:05,770489,269582,702887
159400,VVIT80984433859355,13-04-2022 23:22,RTGS,109905,10-07-2022 23:22,259395,703062,41554
926145,KKBD64665694281304,02-04-2022 21:17,Cheque,564528,08-07-2022 21:17,749529,248059,817922
21727,ZTDS49559605723164,22-05-2022 19:13,Other,245384,27-06-2022 19:13,629587,684668,618502
643859,SEFY59148763183924,12-05-2022 02:53,RTGS,40345,20-08-2022 02:53,383591,933863,845180
682281,BRGU73421483142336,20-05-2022 15:18,Cheque,361202,12-07-2022 15:18,869290,642828,701888
347783,USFV30487355212283,04-06-2022 19:24,RTGS,507321,28-07-2022 19:24,563970,446906,565225
345069,SCAX98536509167463,05-06-2022 05:22,RTGS,632711,04-08-2022 05:22,781042,368692,757731
925626,WKUR04524988307522,15-06-2022 17:28,RTGS,983352,01-09-2022 17:28,465157,37187,265119
860097,EVPL44847446749753,05-05-2022 04:48,Other,845068,08-08-2022 04:48,497971,939920,188057
860229,ZZGX85892554829869,25-04-2022 14:35,RTGS,413614,21-07-2022 14:35,821434,531078,10174
951187,GEQV76514692700706,25-04-2022 06:53,RTGS,787956,17-05-2022 06:53,402560,118587,60115
997648,NXSG45200492785104,14-04-2022 04:29,NEFT,350657,12-07-2022 04:29,718532,440344,398713
563848,HGAK83824584056653,06-05-2022 17:40,NEFT,29948,11-05-2022 17:40,577972,225396,983326
583097,ZBUV53964957115020,02-05-2022 06:34,Other,672177,25-05-2022 06:34,515711,150592,912117
947002,UPYJ65927405673240,22-05-2022 23:27,RTGS,986682,14-08-2022 23:27,329697,651126,832611
774873,NYLT33535752932956,11-06-2022 20:48,NEFT,813407,01-07-2022 20:48,376836,647122,516133
879112,XRMT53640917133212,02-06-2022 16:01,Other,514901,30-06-2022 16:01,437465,521103,191277
567240,HBVW88124127589377,13-04-2022 09:26,IMPS,924196,29-06-2022 09:26,599872,186584,463992
407645,FMWF64967651387037,02-05-2022 11:02,RTGS,436992,14-05-2022 11:02,865875,83631,40851
709875,ECAU91847840164802,17-04-2022 15:51,RTGS,894317,06-05-2022 15:51,621777,341309,362838
477081,USFV30487355212283,28-04-2022 22:00,Cheque,652094,27-05-2022 22:00,624447,724501,394567
656079,AWOK82080488853846,12-05-2022 16:20,RTGS,221663,03-08-2022 16:20,309872,760999,764938
74212,DVAI33092089439033,09-05-2022 21:56,RTGS,128518,08-08-2022 21:56,604545,673085,28527
540591,CRKZ95523719744671,21-05-2022 22:48,Cheque,767937,10-08-2022 22:48,496281,781691,816207
837357,YMFV31616958638710,21-05-2022 19:49,Other,221371,06-07-2022 19:49,977977,633510,819807
512578,WCTG57935113085193,15-05-2022 02:28,Cheque,414302,26-05-2022 02:28,810442,852903,385339
223289,MRFR73021455485369,19-06-2022 19:54,Cheque,312285,25-08-2022 19:54,237362,847011,670052
664111,GULC15681224885586,08-05-2022 00:10,Cheque,479063,09-05-2022 00:10,213181,684788,221576
469210,XYZV95865493379306,30-04-2022 10:05,NEFT,336357,28-05-2022 10:05,305393,853078,384382
83103,KFKR90273406274680,21-04-2022 15:52,RTGS,703646,01-05-2022 15:52,570745,242331,609930
450030,GBFI17687174452196,06-06-2022 20:57,RTGS,302447,25-07-2022 20:57,36315,309579,212918
504418,XWTR30092602301645,13-05-2022 02:52,Cheque,78383,23-05-2022 02:52,91999,136939,608314
444238,CJBU60433571286001,19-05-2022 04:27,RTGS,217986,16-06-2022 04:27,332970,118003,762360
364770,LPVS54294939307685,04-04-2022 22:58,Other,986651,29-04-2022 22:58,703169,572138,782445
752435,FADN66041268064670,13-04-2022 04:46,IMPS,83283,24-05-2022 04:46,71714,322304,6509
7136,RBXN01038252203492,10-05-2022 23:36,Cheque,548955,24-05-2022 23:36,34627,992063,314089
216186,XCDS33948990381410,15-04-2022 13:24,Cheque,938233,23-04-2022 13:24,988057,638701,389524
357654,OWGE70692282309570,17-06-2022 06:28,IMPS,544114,24-07-2022 06:28,404735,237970,518005
721430,ZAZN07399371740075,05-05-2022 17:13,Cheque,972784,06-07-2022 17:13,284932,994621,181654
645243,DIAT69398115515443,13-04-2022 20:58,RTGS,202470,30-04-2022 20:58,432356,706445,885837
136917,XLYZ48754737748141,15-05-2022 01:49,RTGS,921188,11-07-2022 01:49,713671,817072,413285
587798,YXKS94351540224043,06-05-2022 18:03,Other,184846,26-05-2022 18:03,872268,808674,761504
754429,EVPV28304132782461,17-06-2022 18:42,RTGS,666334,23-09-2022 18:42,663748,302435,231333
556565,QYBK59689500597545,25-05-2022 22:10,Cheque,572359,09-06-2022 22:10,801722,167413,693892
448952,ASPL43114330281036,13-05-2022 21:29,IMPS,382500,06-06-2022 21:29,887236,811468,550066
944140,EFKR37155770701673,09-04-2022 21:12,Other,5352,09-07-2022 21:12,817830,486607,953390
392187,RZAF72050073214255,08-04-2022 09:57,Cheque,436799,25-04-2022 09:57,658594,311794,851072
300239,FZHY58035609657269,21-04-2022 12:04,Other,412970,01-05-2022 12:04,171938,230382,970238
549577,DGHF54964828787713,17-06-2022 14:39,RTGS,931219,19-06-2022 14:39,55432,340684,85107
497844,JCWR40610915132277,30-05-2022 19:29,Cheque,971226,04-06-2022 19:29,491278,38398,650198
202147,FFZZ45001470109947,19-04-2022 18:13,RTGS,781666,01-07-2022 18:13,324035,977359,717993
295111,YUHE00360891628512,22-04-2022 10:09,RTGS,961353,25-06-2022 10:09,850175,747504,67223
283972,ASHQ42792256648919,31-05-2022 21:15,RTGS,399245,01-06-2022 21:15,92499,667862,301577
403482,IJWK63479583670450,01-06-2022 21:51,Cheque,805434,05-09-2022 21:51,442005,837519,446246
834197,MSPP05906646131689,17-06-2022 11:14,IMPS,818180,02-09-2022 11:14,784448,553938,623952
828427,YCLQ24674163920204,13-05-2022 20:29,IMPS,39410,27-05-2022 20:29,655934,25941,421741
855095,QARS42337778071803,18-04-2022 01:04,Cheque,609565,18-07-2022 01:04,453322,783494,42348
751651,WSPS29732676222885,13-05-2022 20:43,Other,74815,16-08-2022 20:43,690839,187912,386864
494595,QVKZ47581909229682,23-05-2022 18:32,Other,92042,27-07-2022 18:32,258448,660402,446555
9112,YOWM03789682176276,03-04-2022 12:53,Other,355565,23-06-2022 12:53,132465,273702,814839
399648,GWOU03404243078572,17-05-2022 01:54,Other,832994,19-07-2022 01:54,4615,127757,438803
575633,CTUC94051836013676,11-04-2022 23:15,RTGS,522106,23-04-2022 23:15,953806,51702,485633
732172,EZGF57707585892042,14-04-2022 23:06,IMPS,899297,21-06-2022 23:06,762291,756019,353497
384761,PCZT99551006312465,13-04-2022 19:35,NEFT,533971,06-06-2022 19:35,732380,370061,108029
403213,PVME57788595344544,16-04-2022 00:18,NEFT,541960,01-06-2022 00:18,106900,263203,740853
626206,RDJK64987966742602,15-04-2022 03:54,IMPS,268763,20-06-2022 03:54,355946,413583,487078
303977,PSDO02885945838318,21-04-2022 01:50,NEFT,359640,16-07-2022 01:50,506597,454955,764204
168805,SPXO03760014378026,27-05-2022 08:07,Other,265116,11-07-2022 08:07,640053,156228,805322
507131,IGTZ34833732285889,11-05-2022 08:38,IMPS,466956,30-06-2022 08:38,127500,184332,278225
56186,AZOV08161023922534,01-05-2022 05:29,Cheque,263756,20-07-2022 05:29,381229,594614,450572
912991,ZCQE30646822103131,16-05-2022 09:37,Cheque,994855,05-08-2022 09:37,205307,865544,225010
799004,GREU17348755541759,12-06-2022 21:39,Other,583159,14-07-2022 21:39,950396,668945,496574
547684,HKTR34302487971719,29-05-2022 12:54,NEFT,351303,04-08-2022 12:54,936877,499426,681536
580624,EUMT98023033307436,06-04-2022 14:36,Other,399513,09-07-2022 14:36,187079,795581,452696
173337,WNZQ83768130141978,20-06-2022 12:29,NEFT,550434,09-08-2022 12:29,348753,378571,996495
834829,EPLZ93129189695710,17-06-2022 19:27,RTGS,609308,19-09-2022 19:27,953648,893246,540598
865962,FLYB07646836174859,18-04-2022 00:20,Other,904408,25-05-2022 00:20,902798,691123,806114
768745,BNQH05640824132859,10-04-2022 19:54,IMPS,757236,30-05-2022 19:54,348665,292780,910800
847480,HBJX90825594238769,30-05-2022 19:28,Other,38737,10-06-2022 19:28,453239,772909,242183
